0	0	15
0	4	10
0	5	5
0	7	10
0	12	25
0	14	5
0	19	30
1	0	15
1	1	10
1	4	8
1	5	5
1	7	10
1	12	10
1	14	5
1	19	35
2	0	10
2	1	8
2	3	10
2	11	8
2	12	5
2	19	40
3	0	15
3	1	8
3	5	10
3	7	15
3	11	5
3	12	20
3	15	10
3	19	20
4	0	10
4	1	8
4	5	12
4	11	5
4	12	25
4	13	5
4	15	15
4	16	10
4	19	25
4	20	5
5	0	20
5	12	30
5	13	10
5	16	15
5	19	25
6	0	5
6	11	25
6	12	10
6	15	10
6	19	30
8	5	5
8	12	5
8	19	10
9	4	8
9	7	15
9	9	10
9	12	15
9	19	10
10	0	10
10	5	15
10	7	10
10	12	20
10	15	10
10	19	20
11	0	15
11	1	10
11	4	5
11	5	5
11	7	5
11	12	10
11	14	5
11	19	40
12	0	10
12	1	8
12	4	20
12	5	5
12	7	25
12	11	5
12	12	15
12	13	5
12	14	15
12	15	8
12	19	35
12	20	3
13	0	5
13	4	8
13	5	5
13	7	15
13	12	30
13	13	10
13	19	15
14	5	20
14	12	30
14	13	5
14	15	25
14	16	15
14	19	10
15	0	10
15	1	10
15	4	18
15	5	8
15	7	20
15	11	8
15	12	15
15	13	5
15	14	12
15	15	5
15	19	35
16	0	5
16	4	15
16	7	20
16	11	3
16	12	12
16	14	8
16	16	15
16	19	25
17	0	15
17	1	15
17	2	10
17	4	5
17	5	20
17	11	10
17	12	40
17	13	8
17	15	30
17	16	20
17	19	50
17	20	15
18	12	3
18	19	5
19	0	10
19	1	15
19	2	8
19	4	15
19	5	15
19	7	30
19	11	8
19	12	30
19	13	5
19	14	12
19	15	25
19	16	15
19	19	20
19	20	5
20	0	5
20	4	10
20	7	15
20	12	15
20	14	5
20	15	10
20	19	30
21	4	5
21	7	10
21	12	10
21	19	10
