0	0	10
0	1	5
0	4	8
0	7	15
0	12	30
0	19	15
1	0	15
1	1	10
1	7	5
1	12	8
1	19	45
2	0	8
2	7	15
2	12	10
2	19	30
3	0	20
3	7	10
3	12	25
3	19	10
4	0	10
4	1	8
4	12	25
4	15	15
4	16	8
4	19	25
5	0	15
5	12	20
5	13	15
5	19	10
6	12	10
6	19	15
8	12	10
8	19	5
9	7	10
9	12	10
10	12	25
10	13	10
10	19	10
11	0	15
11	1	8
11	12	5
11	19	45
12	0	10
12	1	8
12	4	15
12	7	20
12	12	20
12	14	10
12	15	5
12	19	40
13	0	8
13	7	10
13	12	40
13	13	5
13	19	10
14	12	35
14	13	8
14	15	20
14	16	15
14	19	8
15	0	8
15	1	8
15	4	12
15	7	15
15	12	15
15	14	8
15	15	5
15	19	40
16	4	12
16	7	18
16	12	15
16	14	5
16	16	10
16	19	30
17	0	8
17	1	15
17	12	45
17	13	10
17	14	10
17	15	35
17	16	20
17	19	15
18	19	5
19	0	8
19	1	12
19	4	10
19	7	25
19	12	30
19	13	5
19	14	10
19	15	15
19	16	8
19	19	20
20	0	5
20	4	8
20	7	15
20	12	15
20	19	20
21	7	5
21	12	5
21	19	5
